Station,Year,Month,Rainfall,TMax,Tmin,WindSp,Timestamp
LIVINGSTONE,2021,11,46.4,36,21,2.1,1/11/2021 6:00
LIVINGSTONE,2021,12,111.8,33.6,20.9,1.4,1/12/2021 6:00
LIVINGSTONE,2022,1,390.6,,,,1/1/2022 6:00
LIVINGSTONE,2022,2,40.1,,,,1/2/2022 6:00
LIVINGSTONE,2022,3,160.2,,,,1/3/2022 6:00
LIVINGSTONE,2022,4,36.6,,,,1/4/2022 6:00
LIVINGSTONE,2022,5,0,,,,1/5/2022 6:00
LIVINGSTONE,2022,6,0,,,,1/6/2022 6:00
LIVINGSTONE,2022,7,0,,,,1/7/2022 6:00
LIVINGSTONE,2022,8,0,,,,1/8/2022 6:00
LIVINGSTONE,2022,9,0,,,,1/9/2022 6:00
LIVINGSTONE,2022,10,2.1,,,,1/10/2022 6:00
LIVINGSTONE,2022,11,161.4,,,,1/11/2022 6:00
LIVINGSTONE,2022,12,101.1,,,,1/12/2022 6:00
LIVINGSTONE,2023,1,150.7,,,,1/1/2023 6:00
LIVINGSTONE,2023,2,152,,,,1/2/2023 6:00
LIVINGSTONE,2023,3,35.1,,,,1/3/2023 6:00
LIVINGSTONE,2023,4,0,,,,1/4/2023 6:00
LIVINGSTONE,2023,5,0,,,,1/5/2023 6:00
LIVINGSTONE,2023,6,0,,,,1/6/2023 6:00
LIVINGSTONE,2023,7,0,,,,1/7/2023 6:00
LIVINGSTONE,2023,8,0,,,,1/8/2023 6:00
LIVINGSTONE,2023,9,,,,,1/9/2023 6:00
LIVINGSTONE,2023,10,24.4,,,,1/10/2023 6:00
LIVINGSTONE,2023,11,50.5,,,,1/11/2023 6:00
LIVINGSTONE,2023,12,135.5,,,,1/12/2023 6:00
LUNDAZI,1961,7,0.5,23.9,10.8,,1/7/1961 6:00
LUNDAZI,1961,8,0.3,24.7,8,,1/8/1961 6:00
LUNDAZI,1961,9,0,28.2,12.4,,1/9/1961 6:00
LUNDAZI,1961,10,6.6,31.5,16.5,,1/10/1961 6:00
LUNDAZI,1961,11,61,29.4,17.6,,1/11/1961 6:00
LUNDAZI,1961,12,283,26,17.3,,1/12/1961 6:00
LUNDAZI,1962,1,449.1,25.2,17.9,,1/1/1962 6:00
LUNDAZI,1962,2,195.3,26.3,17.6,,1/2/1962 6:00
LUNDAZI,1962,3,166.1,26.6,16.8,,1/3/1962 6:00
LUNDAZI,1962,4,42.2,26.7,15.3,,1/4/1962 6:00
LUNDAZI,1962,5,0,24.6,9.6,,1/5/1962 6:00
LUNDAZI,1962,6,0,25.4,7.1,,1/6/1962 6:00
LUNDAZI,1962,7,0,24.1,8.2,,1/7/1962 6:00
LUNDAZI,1962,8,0,25.9,9.6,,1/8/1962 6:00
LUNDAZI,1962,9,0,28.2,11.6,,1/9/1962 6:00
LUNDAZI,1962,10,6.9,30.8,15.3,,1/10/1962 6:00
LUNDAZI,1962,11,81,29.5,16.8,,1/11/1962 6:00
LUNDAZI,1962,12,252.2,27.1,17,,1/12/1962 6:00
LUNDAZI,1963,1,242.6,26.3,16.6,,1/1/1963 6:00
LUNDAZI,1963,2,246.6,25.9,17,,1/2/1963 6:00
LUNDAZI,1963,3,176.8,26.1,16.4,,1/3/1963 6:00
LUNDAZI,1963,4,73.2,25.7,14.1,,1/4/1963 6:00
LUNDAZI,1963,5,0,25.5,10.1,,1/5/1963 6:00
LUNDAZI,1963,6,0,24.2,6.4,,1/6/1963 6:00
LUNDAZI,1963,7,0,25.1,7.8,,1/7/1963 6:00
LUNDAZI,1963,8,0,25.9,7.9,,1/8/1963 6:00
LUNDAZI,1963,9,0,28.3,12.3,,1/9/1963 6:00
LUNDAZI,1963,10,12.2,31.8,16.3,,1/10/1963 6:00
LUNDAZI,1963,11,148.8,27,17.4,,1/11/1963 6:00
LUNDAZI,1963,12,238.8,26.7,17.5,,1/12/1963 6:00
LUNDAZI,1964,1,262.9,26.4,17.7,,1/1/1964 6:00
LUNDAZI,1964,2,289.3,27.3,17.8,,1/2/1964 6:00
LUNDAZI,1964,3,79.8,27.8,16.7,,1/3/1964 6:00
LUNDAZI,1964,4,0,27.6,13.3,,1/4/1964 6:00
LUNDAZI,1964,5,0,25.8,10.1,,1/5/1964 6:00
LUNDAZI,1964,6,0,25.1,7.4,,1/6/1964 6:00
LUNDAZI,1964,7,1.8,22.6,6.1,,1/7/1964 6:00
LUNDAZI,1964,8,0,25.1,9.5,,1/8/1964 6:00
LUNDAZI,1964,9,0,27.1,10.6,,1/9/1964 6:00
LUNDAZI,1964,10,0,30.2,14.5,,1/10/1964 6:00
LUNDAZI,1964,11,83.3,30.1,16,,1/11/1964 6:00
LUNDAZI,1964,12,147.6,27.4,16.7,,1/12/1964 6:00
LUNDAZI,1965,1,286.5,25.7,16.7,,1/1/1965 6:00
LUNDAZI,1965,2,240.8,25.8,17.1,,1/2/1965 6:00
LUNDAZI,1965,3,65,26.3,16.5,,1/3/1965 6:00
LUNDAZI,1965,4,18.8,26.8,13.8,,1/4/1965 6:00
LUNDAZI,1965,5,0,25.3,9.5,,1/5/1965 6:00
LUNDAZI,1965,6,0.5,24.5,7.2,,1/6/1965 6:00
LUNDAZI,1965,7,0,24.2,6.5,,1/7/1965 6:00
LUNDAZI,1965,8,0,25.4,7.7,,1/8/1965 6:00
LUNDAZI,1965,9,0,27.9,12.9,,1/9/1965 6:00
LUNDAZI,1965,10,2.3,29.9,15.7,,1/10/1965 6:00
LUNDAZI,1965,11,8.9,30.9,17.2,,1/11/1965 6:00
LUNDAZI,1965,12,265.7,27.6,18,,1/12/1965 6:00
LUNDAZI,1966,1,142.2,27.2,17.2,,1/1/1966 6:00
LUNDAZI,1966,2,227.3,26.7,17.8,,1/2/1966 6:00
LUNDAZI,1966,3,109.2,27,15.6,,1/3/1966 6:00
LUNDAZI,1966,4,18.8,27.5,14.3,,1/4/1966 6:00
LUNDAZI,1966,5,34,27.3,12.8,,1/5/1966 6:00
LUNDAZI,1966,6,0,24.3,9.4,,1/6/1966 6:00
LUNDAZI,1966,7,0,24.6,7.5,,1/7/1966 6:00
LUNDAZI,1966,8,0,26.7,9.8,,1/8/1966 6:00
LUNDAZI,1966,9,0,29.2,13.6,,1/9/1966 6:00
LUNDAZI,1966,10,0,30.2,15.5,,1/10/1966 6:00
LUNDAZI,1966,11,124.7,29.7,16.7,,1/11/1966 6:00
LUNDAZI,1966,12,93.5,28,17.3,,1/12/1966 6:00
LUNDAZI,1967,1,158.5,26.9,17.3,,1/1/1967 6:00
LUNDAZI,1967,2,146.8,27.4,17.3,,1/2/1967 6:00
LUNDAZI,1967,3,155.7,26.3,17.2,,1/3/1967 6:00
LUNDAZI,1967,4,100.3,27.6,15.9,,1/4/1967 6:00
LUNDAZI,1967,5,2.8,26.3,12.3,,1/5/1967 6:00
LUNDAZI,1967,6,1,25.6,10.4,,1/6/1967 6:00
LUNDAZI,1967,7,0.3,24.3,8.1,,1/7/1967 6:00
LUNDAZI,1967,8,0,25,10.2,,1/8/1967 6:00
LUNDAZI,1967,9,0,28,13.4,,1/9/1967 6:00
LUNDAZI,1967,10,10.7,31.3,16.5,,1/10/1967 6:00
LUNDAZI,1967,11,16.3,30.3,17.2,,1/11/1967 6:00
LUNDAZI,1967,12,219.2,27.1,17.4,,1/12/1967 6:00
LUNDAZI,1968,1,136.7,26.6,17.6,,1/1/1968 6:00
LUNDAZI,1968,2,215.9,26.5,17.2,,1/2/1968 6:00
LUNDAZI,1968,3,175,26.5,15.9,,1/3/1968 6:00
LUNDAZI,1968,4,52.6,26.8,14,,1/4/1968 6:00
LUNDAZI,1968,5,17.8,26.3,10.7,,1/5/1968 6:00
LUNDAZI,1968,6,0,24.4,8.1,,1/6/1968 6:00
LUNDAZI,1968,7,1.5,24.2,7.8,,1/7/1968 6:00
LUNDAZI,1968,8,0,26.1,8.1,,1/8/1968 6:00
LUNDAZI,1968,9,0.3,28.5,12.6,,1/9/1968 6:00
LUNDAZI,1968,10,0,30.9,16.5,,1/10/1968 6:00
LUNDAZI,1968,11,71.9,29.4,17.4,,1/11/1968 6:00
LUNDAZI,1968,12,268.7,27.4,17.9,,1/12/1968 6:00
LUNDAZI,1969,1,181.6,27.4,17.7,,1/1/1969 6:00
LUNDAZI,1969,2,166.9,27,17.7,,1/2/1969 6:00
LUNDAZI,1969,3,96.8,27.8,17.2,,1/3/1969 6:00
LUNDAZI,1969,4,70.1,27.7,16.3,,1/4/1969 6:00
LUNDAZI,1969,5,0,26.7,12.4,,1/5/1969 6:00
LUNDAZI,1969,6,0,25.5,8.1,,1/6/1969 6:00
LUNDAZI,1969,7,0,24.5,8.1,,1/7/1969 6:00
LUNDAZI,1969,8,0,9,9,,1/8/1969 6:00
LUNDAZI,1969,9,0,28.6,13.6,,1/9/1969 6:00
LUNDAZI,1969,10,2,31.7,16.5,,1/10/1969 6:00
LUNDAZI,1969,11,9.4,31,17.3,,1/11/1969 6:00
LUNDAZI,1969,12,129.8,28.4,18.3,,1/12/1969 6:00
LUNDAZI,1970,1,204.7,26.3,17.8,,1/1/1970 6:00
LUNDAZI,1970,2,81.8,27.4,17.5,,1/2/1970 6:00
LUNDAZI,1970,3,78.2,27.3,16,,1/3/1970 6:00
LUNDAZI,1970,4,31.8,27.9,14.8,,1/4/1970 6:00
LUNDAZI,1970,5,0,,,,1/5/1970 6:00
LUNDAZI,1970,6,0,,,,1/6/1970 6:00
LUNDAZI,1970,7,0,,,,1/7/1970 6:00
LUNDAZI,1970,8,0,,,,1/8/1970 6:00
LUNDAZI,1970,9,0,,,,1/9/1970 6:00
LUNDAZI,1970,10,0,,,,1/10/1970 6:00
LUNDAZI,1970,11,63.5,,,,1/11/1970 6:00
LUNDAZI,1971,6,0,,,,1/6/1971 6:00
LUNDAZI,1971,7,0,24.2,8.4,,1/7/1971 6:00
LUNDAZI,1971,8,0,26.1,8,,1/8/1971 6:00
LUNDAZI,1971,9,1.5,28.1,12.9,,1/9/1971 6:00
LUNDAZI,1971,10,0,29.8,14.7,,1/10/1971 6:00
LUNDAZI,1971,11,81,29.9,16.8,,1/11/1971 6:00
LUNDAZI,1971,12,118.6,28,16.9,,1/12/1971 6:00
LUNDAZI,1972,1,175.3,27.2,17.1,,1/1/1972 6:00
LUNDAZI,1972,2,110.2,26.3,17.5,,1/2/1972 6:00
LUNDAZI,1972,3,124.2,27.5,16,,1/3/1972 6:00
LUNDAZI,1972,4,29,27.7,15.6,,1/4/1972 6:00
LUNDAZI,1972,5,9.1,26.7,13.9,,1/5/1972 6:00
LUNDAZI,1972,6,0.3,24.6,7.5,,1/6/1972 6:00
LUNDAZI,1972,7,0,24.3,7.9,,1/7/1972 6:00
LUNDAZI,1972,8,0,26.5,9.2,,1/8/1972 6:00
LUNDAZI,1972,9,0,29.5,13.2,,1/9/1972 6:00
LUNDAZI,1972,10,8.9,31.1,17.7,,1/10/1972 6:00
LUNDAZI,1972,11,107.9,29.8,17.8,,1/11/1972 6:00
LUNDAZI,1972,12,133.9,27.9,18.2,,1/12/1972 6:00
LUNDAZI,1973,1,101.5,27.4,17.8,,1/1/1973 6:00
LUNDAZI,1973,2,21.5,27.6,17.8,,1/2/1973 6:00
LUNDAZI,1973,3,230,24.6,17.8,,1/3/1973 6:00
LUNDAZI,1973,4,89.1,26.4,16.2,,1/4/1973 6:00
LUNDAZI,1973,5,0,27.5,10.1,,1/5/1973 6:00
LUNDAZI,1973,6,0,23.9,8.3,,1/6/1973 6:00
LUNDAZI,1973,7,0,24,6.8,,1/7/1973 6:00
LUNDAZI,1973,8,0,25.9,8.6,,1/8/1973 6:00
LUNDAZI,1973,9,0,29.7,12.7,,1/9/1973 6:00
LUNDAZI,1973,10,15.5,30.7,15.9,,1/10/1973 6:00
LUNDAZI,1973,11,11.9,30.9,17.4,,1/11/1973 6:00
LUNDAZI,1973,12,75.1,28.7,17.5,,1/12/1973 6:00
LUNDAZI,1974,1,222.4,26.3,16.8,,1/1/1974 6:00
LUNDAZI,1974,2,131.3,27.4,16.8,,1/2/1974 6:00
LUNDAZI,1974,3,246,26.7,16.3,,1/3/1974 6:00
LUNDAZI,1974,4,32.2,26.5,14.6,,1/4/1974 6:00
LUNDAZI,1974,5,45.9,25,13.2,,1/5/1974 6:00
LUNDAZI,1974,6,0,24.7,7.3,,1/6/1974 6:00
LUNDAZI,1974,7,0.2,23.6,8.2,,1/7/1974 6:00
LUNDAZI,1974,8,0,26.8,8.9,,1/8/1974 6:00
LUNDAZI,1974,9,0,27.8,11.4,,1/9/1974 6:00
LUNDAZI,1974,10,0,30.8,15.5,,1/10/1974 6:00
LUNDAZI,1974,11,58.8,30.2,16.9,,1/11/1974 6:00
LUNDAZI,1974,12,124,28,17.2,,1/12/1974 6:00
LUNDAZI,1975,1,124.2,27.8,16.8,,1/1/1975 6:00
LUNDAZI,1975,2,135.2,28.3,17.1,,1/2/1975 6:00
LUNDAZI,1975,3,201.6,26.9,16.4,,1/3/1975 6:00
LUNDAZI,1975,4,46.7,26.9,15,,1/4/1975 6:00
LUNDAZI,1975,5,0.5,27.1,11.4,,1/5/1975 6:00
LUNDAZI,1975,6,0,24.5,9.3,,1/6/1975 6:00
LUNDAZI,1975,7,0,25.5,7.9,,1/7/1975 6:00
LUNDAZI,1975,8,0,25.1,9.5,,1/8/1975 6:00
LUNDAZI,1975,9,0,28.2,11.6,,1/9/1975 6:00
LUNDAZI,1975,10,0,30.2,14.2,,1/10/1975 6:00
LUNDAZI,1975,11,42.2,30.7,16.4,,1/11/1975 6:00
LUNDAZI,1975,12,204.7,28.5,17.3,,1/12/1975 6:00
LUNDAZI,1976,1,204.7,26.3,16.9,,1/1/1976 6:00
LUNDAZI,1976,2,146,27.1,16.9,,1/2/1976 6:00
LUNDAZI,1976,3,231.4,26.8,16.7,,1/3/1976 6:00
LUNDAZI,1976,4,48.5,26.9,15.2,,1/4/1976 6:00
LUNDAZI,1976,5,11.1,25.4,11.5,,1/5/1976 6:00
LUNDAZI,1976,6,0,24.5,8.4,,1/6/1976 6:00
LUNDAZI,1976,7,1.1,24.4,6.6,,1/7/1976 6:00
LUNDAZI,1976,8,0,25.5,8.3,,1/8/1976 6:00
LUNDAZI,1976,9,0,29.2,12.6,,1/9/1976 6:00
LUNDAZI,1976,10,1.3,31,15.6,,1/10/1976 6:00
LUNDAZI,1976,11,26.6,32.4,17,,1/11/1976 6:00
LUNDAZI,1976,12,154.7,29.1,17.7,,1/12/1976 6:00
LUNDAZI,1977,1,184.5,27.2,17.7,,1/1/1977 6:00
LUNDAZI,1977,2,94.2,27.8,17.1,,1/2/1977 6:00
LUNDAZI,1977,3,108.3,27.6,16.8,,1/3/1977 6:00
LUNDAZI,1977,4,17.2,27.4,14.6,,1/4/1977 6:00
LUNDAZI,1977,5,0.3,27.3,12.2,,1/5/1977 6:00
LUNDAZI,1977,6,0,25.8,7.5,,1/6/1977 6:00
LUNDAZI,1977,7,0,9,8.8,,1/7/1977 6:00
LUNDAZI,1977,8,0,26.6,10.8,,1/8/1977 6:00
LUNDAZI,1977,9,5.5,29.6,13.8,,1/9/1977 6:00
LUNDAZI,1977,10,0,31.8,17.2,,1/10/1977 6:00
LUNDAZI,1977,11,47.9,29.7,17.6,,1/11/1977 6:00
LUNDAZI,1977,12,242.2,28.3,18,,1/12/1977 6:00
LUNDAZI,1978,1,271.6,26.9,17.9,,1/1/1978 6:00
LUNDAZI,1978,2,284.9,27.7,17.8,,1/2/1978 6:00
LUNDAZI,1978,3,298.7,27,17.9,,1/3/1978 6:00
LUNDAZI,1978,4,15.1,27.3,15.9,,1/4/1978 6:00
LUNDAZI,1978,5,0,26.8,11.1,,1/5/1978 6:00
LUNDAZI,1978,6,0,24.4,9.5,,1/6/1978 6:00
LUNDAZI,1978,7,0,24,8,,1/7/1978 6:00
LUNDAZI,1978,8,0,27.3,9.2,,1/8/1978 6:00
LUNDAZI,1978,9,4.1,29.9,13.4,,1/9/1978 6:00
LUNDAZI,1978,10,2,31.5,16.7,,1/10/1978 6:00
LUNDAZI,1978,11,19.8,29.3,17.3,,1/11/1978 6:00
LUNDAZI,1978,12,164.3,26.8,18,,1/12/1978 6:00
LUNDAZI,1979,1,71.3,28,16.9,,1/1/1979 6:00
LUNDAZI,1979,2,238.6,27.3,18.2,,1/2/1979 6:00
LUNDAZI,1979,3,151.8,27.1,17.2,,1/3/1979 6:00
LUNDAZI,1979,4,86.5,26.8,16.1,,1/4/1979 6:00
LUNDAZI,1979,5,0,26.3,11.2,,1/5/1979 6:00
LUNDAZI,1979,6,0,23.6,9.2,,1/6/1979 6:00
LUNDAZI,1979,7,0,24.5,8.3,,1/7/1979 6:00
LUNDAZI,1979,8,0,26.6,9.4,,1/8/1979 6:00
LUNDAZI,1979,9,0,28.7,12.8,,1/9/1979 6:00
LUNDAZI,1979,10,0,31,16.7,,1/10/1979 6:00
LUNDAZI,1979,11,114.3,29.8,18.1,,1/11/1979 6:00
LUNDAZI,1979,12,136.1,27.5,17.5,,1/12/1979 6:00
LUNDAZI,1980,1,261,27.7,17.6,,1/1/1980 6:00
LUNDAZI,1980,2,306.6,29.1,17.1,,1/2/1980 6:00
LUNDAZI,1980,3,213.1,27.6,17.4,,1/3/1980 6:00
LUNDAZI,1980,4,260.4,27,15.4,,1/4/1980 6:00
LUNDAZI,1980,5,0,26.2,11.5,,1/5/1980 6:00
LUNDAZI,1980,6,0,24.2,7.2,,1/6/1980 6:00
LUNDAZI,1980,7,0,23.9,8.3,3.4,1/7/1980 6:00
LUNDAZI,1980,8,0,25.6,9.9,3.5,1/8/1980 6:00
LUNDAZI,1980,9,0,30,13.9,3.6,1/9/1980 6:00
LUNDAZI,1980,10,16.9,30.3,16.2,3.8,1/10/1980 6:00
LUNDAZI,1980,11,27.9,31.5,16.9,3.3,1/11/1980 6:00
LUNDAZI,1980,12,270.9,28,17.8,2.2,1/12/1980 6:00
LUNDAZI,1981,1,133.1,28.7,17.1,1.9,1/1/1981 6:00
LUNDAZI,1981,2,141.8,27.5,17.7,1.5,1/2/1981 6:00
LUNDAZI,1981,3,65.9,28.6,17.1,2.1,1/3/1981 6:00
LUNDAZI,1981,4,51.3,27.5,14.5,2.8,1/4/1981 6:00
LUNDAZI,1981,5,2.9,25.5,11.5,2.9,1/5/1981 6:00
LUNDAZI,1981,6,0,9,7.5,3,1/6/1981 6:00
LUNDAZI,1981,7,0,9,7.1,2.8,1/7/1981 6:00
LUNDAZI,1981,8,0,27,10,3.3,1/8/1981 6:00
LUNDAZI,1981,9,0,28.8,13.2,4,1/9/1981 6:00
LUNDAZI,1981,10,0.1,30.7,16.5,4,1/10/1981 6:00
LUNDAZI,1981,11,35.8,32.1,16.8,3.1,1/11/1981 6:00
LUNDAZI,1981,12,143,29.6,17.6,2.9,1/12/1981 6:00
LUNDAZI,1982,1,184,27.7,18.1,1.5,1/1/1982 6:00
LUNDAZI,1982,2,137.9,28,17.6,1.7,1/2/1982 6:00
LUNDAZI,1982,3,96.2,28.3,17,1.9,1/3/1982 6:00
LUNDAZI,1982,4,158.4,27.2,15.9,2.2,1/4/1982 6:00
LUNDAZI,1982,5,33.7,25.7,12.1,2.6,1/5/1982 6:00
LUNDAZI,1982,6,0,25.4,9.5,-99,1/6/1982 6:00
LUNDAZI,1982,7,0,24.7,8.7,,1/7/1982 6:00
LUNDAZI,1982,8,0,25.6,10,,1/8/1982 6:00
LUNDAZI,1982,9,0,28.6,12.8,,1/9/1982 6:00
LUNDAZI,1982,10,51.8,30,16.6,,1/10/1982 6:00
LUNDAZI,1982,11,99.4,29.9,18.4,,1/11/1982 6:00
LUNDAZI,1982,12,107,28.7,18.2,,1/12/1982 6:00
LUNDAZI,1983,1,229.5,28.5,18.1,,1/1/1983 6:00
LUNDAZI,1983,2,186.6,28.7,17.7,,1/2/1983 6:00
LUNDAZI,1983,3,60.1,29.6,18,,1/3/1983 6:00
LUNDAZI,1983,4,77,28.6,16.1,,1/4/1983 6:00
LUNDAZI,1983,5,0.1,28.2,12.9,,1/5/1983 6:00
LUNDAZI,1983,6,0,26.3,10.7,,1/6/1983 6:00
LUNDAZI,1983,7,0,25.5,10.5,,1/7/1983 6:00
LUNDAZI,1983,8,0,26.5,10.9,,1/8/1983 6:00
LUNDAZI,1983,9,0,29.9,12.8,,1/9/1983 6:00
LUNDAZI,1983,10,0.1,31,16.7,,1/10/1983 6:00
LUNDAZI,1983,11,35.1,32.5,17.5,,1/11/1983 6:00
LUNDAZI,1983,12,151,28.6,18,,1/12/1983 6:00
LUNDAZI,1984,1,240.1,26.7,17.5,,1/1/1984 6:00
LUNDAZI,1984,2,212.1,26.7,17.8,,1/2/1984 6:00
LUNDAZI,1984,3,86.5,27.7,16.5,,1/3/1984 6:00
LUNDAZI,1984,4,22.1,27.3,14.5,,1/4/1984 6:00
LUNDAZI,1984,5,0.2,26.9,11.5,,1/5/1984 6:00
LUNDAZI,1984,6,0.1,24.6,10.3,,1/6/1984 6:00
LUNDAZI,1984,7,0,24.7,10,-99,1/7/1984 6:00
LUNDAZI,1984,8,0,26,9.3,3,1/8/1984 6:00
LUNDAZI,1984,9,0,30.3,13.4,3.3,1/9/1984 6:00
LUNDAZI,1984,10,0,31.5,16.4,3.8,1/10/1984 6:00
LUNDAZI,1984,11,94,29.6,17.3,2.9,1/11/1984 6:00
LUNDAZI,1984,12,240.6,27.6,17.5,1.9,1/12/1984 6:00
LUNDAZI,1985,1,275.7,28.4,17,1.6,1/1/1985 6:00
LUNDAZI,1985,2,171,26.1,17,1.8,1/2/1985 6:00
LUNDAZI,1985,3,106.9,28.5,17.2,2.1,1/3/1985 6:00
LUNDAZI,1985,4,30.3,27,14.6,2.5,1/4/1985 6:00
LUNDAZI,1985,5,3.6,26.8,11.5,2.6,1/5/1985 6:00
LUNDAZI,1985,6,0,24.9,7.9,2.1,1/6/1985 6:00
LUNDAZI,1985,7,0,25.2,7.8,2.7,1/7/1985 6:00
LUNDAZI,1985,8,0,25.5,9,3.2,1/8/1985 6:00
LUNDAZI,1985,9,0,29.3,13.7,3.2,1/9/1985 6:00
LUNDAZI,1985,10,20.2,30.2,15.7,3.3,1/10/1985 6:00
LUNDAZI,1985,11,286.2,28.3,17.3,2.5,1/11/1985 6:00
LUNDAZI,1985,12,241,27.9,17.5,1.6,1/12/1985 6:00
LUNDAZI,1986,1,387.7,26.4,17.4,1.4,1/1/1986 6:00
LUNDAZI,1986,2,306.5,28,17,1.4,1/2/1986 6:00
LUNDAZI,1986,3,105.7,27.5,17,1.3,1/3/1986 6:00
LUNDAZI,1986,4,40.5,27.5,15.7,2.1,1/4/1986 6:00
LUNDAZI,1986,5,27.2,26.8,11.5,1.8,1/5/1986 6:00
LUNDAZI,1986,6,0,24.2,9.3,2.6,1/6/1986 6:00
LUNDAZI,1986,7,0,25.3,7.2,2.4,1/7/1986 6:00
LUNDAZI,1986,8,0,27,9.8,2.5,1/8/1986 6:00
LUNDAZI,1986,9,0,29.1,13.2,3.1,1/9/1986 6:00
LUNDAZI,1986,10,25.4,31.2,17.3,2.6,1/10/1986 6:00
LUNDAZI,1986,11,72.1,29.5,17,2.6,1/11/1986 6:00
LUNDAZI,1986,12,315,27.2,17.5,1.5,1/12/1986 6:00
LUNDAZI,1987,1,240.8,28.3,17.9,1.2,1/1/1987 6:00
LUNDAZI,1987,2,213.2,28.5,17.6,1,1/2/1987 6:00
LUNDAZI,1987,3,174.2,29.6,17.3,1.2,1/3/1987 6:00
LUNDAZI,1987,4,71.2,28.7,14.7,1.8,1/4/1987 6:00
LUNDAZI,1987,5,0,28,12.6,2.1,1/5/1987 6:00
LUNDAZI,1987,6,0.3,25.2,7.5,2,1/6/1987 6:00
LUNDAZI,1987,7,0,26.6,7.9,2,1/7/1987 6:00
LUNDAZI,1987,8,0,26.7,12,2.7,1/8/1987 6:00
LUNDAZI,1987,9,0,29.8,14.4,2.8,1/9/1987 6:00
LUNDAZI,1987,10,20.7,30.9,16.7,3.4,1/10/1987 6:00
LUNDAZI,1987,11,3.8,32.3,17.9,3.1,1/11/1987 6:00
LUNDAZI,1987,12,132.3,30.7,18.3,1.7,1/12/1987 6:00
LUNDAZI,1988,1,283.1,27.5,18,1.5,1/1/1988 6:00
LUNDAZI,1988,2,318,28.9,17.9,1,1/2/1988 6:00
LUNDAZI,1988,3,269.1,28.5,17.2,1.1,1/3/1988 6:00
LUNDAZI,1988,4,21.6,28.8,15.4,1.8,1/4/1988 6:00
LUNDAZI,1988,5,0,26.5,11.6,2.1,1/5/1988 6:00
LUNDAZI,1988,6,0,26.6,10.5,2,1/6/1988 6:00
LUNDAZI,1988,7,0,26.1,9.2,1.8,1/7/1988 6:00
LUNDAZI,1988,8,0,27.2,11,2.5,1/8/1988 6:00
LUNDAZI,1988,9,0,29.7,13.2,2.8,1/9/1988 6:00
LUNDAZI,1988,10,14.4,31,16.6,3.1,1/10/1988 6:00
LUNDAZI,1988,11,27.9,30.1,17.5,3.1,1/11/1988 6:00
LUNDAZI,1988,12,124.8,29.2,17.5,,1/12/1988 6:00
LUNDAZI,1989,1,389.4,26,17.7,1.4,1/1/1989 6:00
LUNDAZI,1989,2,147,27.5,18.1,1.7,1/2/1989 6:00
LUNDAZI,1989,3,308.6,26.9,16.9,1.4,1/3/1989 6:00
LUNDAZI,1989,4,68.7,26.6,15.4,2.3,1/4/1989 6:00
LUNDAZI,1989,5,14.4,25.8,13,2.1,1/5/1989 6:00
LUNDAZI,1989,6,0,25.2,9.2,2.2,1/6/1989 6:00
LUNDAZI,1989,7,0,24.4,8.5,2.5,1/7/1989 6:00
LUNDAZI,1989,8,0,26.2,10,2.4,1/8/1989 6:00
LUNDAZI,1989,9,0,29.1,13,3,1/9/1989 6:00
LUNDAZI,1989,10,0,31.1,16.4,3.1,1/10/1989 6:00
LUNDAZI,1989,11,131.7,9,17.6,2.5,1/11/1989 6:00
LUNDAZI,1989,12,226.7,,17.9,1.5,1/12/1989 6:00
LUNDAZI,1990,1,204.9,,17.4,1.5,1/1/1990 6:00
LUNDAZI,1990,2,204.4,,17.7,1.4,1/2/1990 6:00
LUNDAZI,1990,4,41.3,29.2,15.4,1.5,1/4/1990 6:00
LUNDAZI,1990,5,17.6,27.2,13.6,1.5,1/5/1990 6:00
LUNDAZI,1990,6,0,26.8,10.2,2.1,1/6/1990 6:00
LUNDAZI,1990,7,0,25.6,7.7,1.9,1/7/1990 6:00
LUNDAZI,1990,8,0,26.1,9.6,2.1,1/8/1990 6:00
LUNDAZI,1990,9,0.7,29.2,13.4,2.2,1/9/1990 6:00
LUNDAZI,1990,10,0,32.4,16,2.6,1/10/1990 6:00
LUNDAZI,1990,11,32.8,31.9,18,2.9,1/11/1990 6:00
LUNDAZI,1990,12,97.3,32.1,17.9,3,1/12/1990 6:00
LUNDAZI,1991,1,243.7,27.5,17.9,2,1/1/1991 6:00
LUNDAZI,1991,2,168.9,28.6,18,1.5,1/2/1991 6:00
LUNDAZI,1991,3,70.3,28.9,17.1,1.3,1/3/1991 6:00
LUNDAZI,1991,4,51.1,26.8,15.2,1.7,1/4/1991 6:00
LUNDAZI,1991,5,13.6,27.5,13.5,1.9,1/5/1991 6:00
LUNDAZI,1991,6,0,25.7,7.8,1.7,1/6/1991 6:00
LUNDAZI,1991,7,0,24.5,8.8,1.9,1/7/1991 6:00
LUNDAZI,1991,8,0,27.7,10.2,2.5,1/8/1991 6:00
LUNDAZI,1991,9,0.3,30.1,12.6,2.5,1/9/1991 6:00
LUNDAZI,1991,10,21.9,31.2,15.9,2.6,1/10/1991 6:00
LUNDAZI,1991,11,107.7,31.1,17.6,2.6,1/11/1991 6:00
LUNDAZI,1991,12,176.5,28.4,18.1,2.5,1/12/1991 6:00
LUNDAZI,1992,1,265,28.2,17.3,1.7,1/1/1992 6:00
